DISTRITO,UNIDADE,AREA,IDADE,USU_HOMEM,USU_MULHER,CONS_HOMEM,CONS_MULHER
Centro,CS AGRONÔMICA,0,0,25,33,81,85
Centro,CS AGRONÔMICA,0,1,22,23,66,79
Centro,CS AGRONÔMICA,0,2,20,21,52,49
Centro,CS AGRONÔMICA,0,3,8,12,23,22
Centro,CS AGRONÔMICA,0,4,11,10,21,14
Centro,CS AGRONÔMICA,0,5,10,6,24,14
Centro,CS AGRONÔMICA,0,6,4,6,10,8
Centro,CS AGRONÔMICA,0,7,10,6,13,9
Centro,CS AGRONÔMICA,0,8,6,7,12,17
Centro,CS AGRONÔMICA,0,9,7,8,23,14
Centro,CS AGRONÔMICA,0,10,5,6,11,9
Centro,CS AGRONÔMICA,0,11,6,5,9,9
Centro,CS AGRONÔMICA,0,12,4,8,8,20
Centro,CS AGRONÔMICA,0,13,7,7,15,11
Centro,CS AGRONÔMICA,0,14,7,9,11,22
Centro,CS AGRONÔMICA,0,15,3,6,14,11
Centro,CS AGRONÔMICA,0,16,5,21,12,47
Centro,CS AGRONÔMICA,0,17,9,18,20,70
Centro,CS AGRONÔMICA,0,18,9,21,12,70
Centro,CS AGRONÔMICA,0,19,6,22,16,80
Centro,CS AGRONÔMICA,0,20,6,25,17,96
Centro,CS AGRONÔMICA,0,21,5,26,11,108
Centro,CS AGRONÔMICA,0,22,12,27,45,146
Centro,CS AGRONÔMICA,0,23,16,24,48,117
Centro,CS AGRONÔMICA,0,24,13,27,34,113
Centro,CS AGRONÔMICA,0,25,16,19,37,94
Centro,CS AGRONÔMICA,0,26,19,26,63,125
Centro,CS AGRONÔMICA,0,27,9,15,22,51
Centro,CS AGRONÔMICA,0,28,16,21,42,67
Centro,CS AGRONÔMICA,0,29,12,20,27,112
Centro,CS AGRONÔMICA,0,30,10,21,24,64
Centro,CS AGRONÔMICA,0,31,14,19,34,108
Centro,CS AGRONÔMICA,0,32,16,27,36,115
Centro,CS AGRONÔMICA,0,33,7,23,32,107
Centro,CS AGRONÔMICA,0,34,6,15,9,64
Centro,CS AGRONÔMICA,0,35,11,33,26,108
Centro,CS AGRONÔMICA,0,36,8,17,47,77
Centro,CS AGRONÔMICA,0,37,9,24,27,112
Centro,CS AGRONÔMICA,0,38,14,14,42,68
Centro,CS AGRONÔMICA,0,39,11,15,41,32
Centro,CS AGRONÔMICA,0,40,8,12,16,66
Centro,CS AGRONÔMICA,0,41,6,19,20,67
Centro,CS AGRONÔMICA,0,42,5,8,10,24
Centro,CS AGRONÔMICA,0,43,7,14,17,53
Centro,CS AGRONÔMICA,0,44,6,10,18,33
Centro,CS AGRONÔMICA,0,45,11,5,26,21
Centro,CS AGRONÔMICA,0,46,4,5,7,27
Centro,CS AGRONÔMICA,0,47,2,12,3,70
Centro,CS AGRONÔMICA,0,48,5,16,10,69
Centro,CS AGRONÔMICA,0,49,9,15,33,65
Centro,CS AGRONÔMICA,0,50,10,8,28,30
Centro,CS AGRONÔMICA,0,51,3,9,12,27
Centro,CS AGRONÔMICA,0,52,4,7,24,38
Centro,CS AGRONÔMICA,0,53,8,17,32,69
Centro,CS AGRONÔMICA,0,54,4,12,11,47
Centro,CS AGRONÔMICA,0,55,6,16,14,66
Centro,CS AGRONÔMICA,0,56,8,14,28,61
Centro,CS AGRONÔMICA,0,57,8,8,43,27
Centro,CS AGRONÔMICA,0,58,6,6,23,31
Centro,CS AGRONÔMICA,0,59,4,12,19,44
Centro,CS AGRONÔMICA,0,60,4,6,16,23
Centro,CS AGRONÔMICA,0,61,6,7,15,32
Centro,CS AGRONÔMICA,0,62,7,10,19,35
Centro,CS AGRONÔMICA,0,63,5,7,20,32
Centro,CS AGRONÔMICA,0,64,11,8,35,34
Centro,CS AGRONÔMICA,0,65,4,6,8,18
Centro,CS AGRONÔMICA,0,66,3,7,6,29
Centro,CS AGRONÔMICA,0,67,3,3,6,5
Centro,CS AGRONÔMICA,0,68,1,6,4,44
Centro,CS AGRONÔMICA,0,69,3,5,13,16
Centro,CS AGRONÔMICA,0,70,5,6,25,18
Centro,CS AGRONÔMICA,0,71,1,1,1,6
Centro,CS AGRONÔMICA,0,72,1,4,1,15
Centro,CS AGRONÔMICA,0,73,4,2,10,14
Centro,CS AGRONÔMICA,0,74,4,2,21,8
Centro,CS AGRONÔMICA,0,75,1,4,6,20
Centro,CS AGRONÔMICA,0,76,2,3,12,11
Centro,CS AGRONÔMICA,0,77,2,4,4,9
Centro,CS AGRONÔMICA,0,78,4,1,9,5
Centro,CS AGRONÔMICA,0,79,1,4,1,13
Centro,CS AGRONÔMICA,0,80,0,5,0,21
Centro,CS AGRONÔMICA,0,81,3,1,8,3
Centro,CS AGRONÔMICA,0,82,1,2,5,16
Centro,CS AGRONÔMICA,0,83,0,3,0,14
Centro,CS AGRONÔMICA,0,84,2,1,20,3
Centro,CS AGRONÔMICA,0,85,1,2,7,8
Centro,CS AGRONÔMICA,0,86,0,1,0,6
Centro,CS AGRONÔMICA,0,87,1,2,4,3
Centro,CS AGRONÔMICA,0,88,2,0,4,0
Centro,CS AGRONÔMICA,0,89,0,2,0,8
Centro,CS AGRONÔMICA,0,90,0,1,0,7
Centro,CS AGRONÔMICA,0,91,1,0,1,0
Centro,CS AGRONÔMICA,0,94,1,1,3,2
Centro,CS AGRONÔMICA,0,96,0,1,0,5
Centro,CS AGRONÔMICA,0,99,0,1,0,8
Centro,CS AGRONÔMICA,1,0,39,38,172,147
Centro,CS AGRONÔMICA,1,1,24,21,106,96
Centro,CS AGRONÔMICA,1,2,19,27,44,77
Centro,CS AGRONÔMICA,1,3,10,8,40,19
Centro,CS AGRONÔMICA,1,4,9,9,20,23
Centro,CS AGRONÔMICA,1,5,10,12,22,32
Centro,CS AGRONÔMICA,1,6,18,14,38,31
Centro,CS AGRONÔMICA,1,7,8,11,17,25
Centro,CS AGRONÔMICA,1,8,6,4,12,17
Centro,CS AGRONÔMICA,1,9,11,12,26,20
Centro,CS AGRONÔMICA,1,10,6,6,11,16
Centro,CS AGRONÔMICA,1,11,6,11,11,23
Centro,CS AGRONÔMICA,1,12,6,10,14,19
Centro,CS AGRONÔMICA,1,13,8,11,15,16
Centro,CS AGRONÔMICA,1,14,6,8,7,18
Centro,CS AGRONÔMICA,1,15,7,8,12,48
Centro,CS AGRONÔMICA,1,16,8,15,19,93
Centro,CS AGRONÔMICA,1,17,11,27,19,156
Centro,CS AGRONÔMICA,1,18,10,18,23,94
Centro,CS AGRONÔMICA,1,19,17,22,51,99
Centro,CS AGRONÔMICA,1,20,15,28,55,134
Centro,CS AGRONÔMICA,1,21,18,25,58,138
Centro,CS AGRONÔMICA,1,22,12,30,27,192
Centro,CS AGRONÔMICA,1,23,13,23,26,105
Centro,CS AGRONÔMICA,1,24,11,27,27,130
Centro,CS AGRONÔMICA,1,25,14,25,32,126
Centro,CS AGRONÔMICA,1,26,14,18,31,126
Centro,CS AGRONÔMICA,1,27,20,29,51,135
Centro,CS AGRONÔMICA,1,28,21,25,47,136
Centro,CS AGRONÔMICA,1,29,11,25,37,156
Centro,CS AGRONÔMICA,1,30,14,17,38,63
Centro,CS AGRONÔMICA,1,31,14,19,36,89
Centro,CS AGRONÔMICA,1,32,14,24,37,157
Centro,CS AGRONÔMICA,1,33,14,16,41,59
Centro,CS AGRONÔMICA,1,34,14,19,37,100
Centro,CS AGRONÔMICA,1,35,13,22,43,91
Centro,CS AGRONÔMICA,1,36,15,25,53,105
Centro,CS AGRONÔMICA,1,37,7,11,13,62
Centro,CS AGRONÔMICA,1,38,11,15,61,63
Centro,CS AGRONÔMICA,1,39,10,17,52,105
Centro,CS AGRONÔMICA,1,40,9,14,27,60
Centro,CS AGRONÔMICA,1,41,8,10,24,69
Centro,CS AGRONÔMICA,1,42,10,15,24,85
Centro,CS AGRONÔMICA,1,43,8,8,41,35
Centro,CS AGRONÔMICA,1,44,10,17,32,88
Centro,CS AGRONÔMICA,1,45,15,12,81,69
Centro,CS AGRONÔMICA,1,46,5,8,21,68
Centro,CS AGRONÔMICA,1,47,4,14,12,53
Centro,CS AGRONÔMICA,1,48,3,6,13,35
Centro,CS AGRONÔMICA,1,49,7,9,25,46
Centro,CS AGRONÔMICA,1,50,7,7,31,45
Centro,CS AGRONÔMICA,1,51,11,19,38,126
Centro,CS AGRONÔMICA,1,52,7,10,17,62
Centro,CS AGRONÔMICA,1,53,9,15,39,103
Centro,CS AGRONÔMICA,1,54,5,13,32,78
Centro,CS AGRONÔMICA,1,55,8,10,34,45
Centro,CS AGRONÔMICA,1,56,4,9,14,51
Centro,CS AGRONÔMICA,1,57,5,9,11,50
Centro,CS AGRONÔMICA,1,58,5,11,20,73
Centro,CS AGRONÔMICA,1,59,5,5,20,19
Centro,CS AGRONÔMICA,1,60,11,6,38,47
Centro,CS AGRONÔMICA,1,61,4,10,16,63
Centro,CS AGRONÔMICA,1,62,6,9,23,33
Centro,CS AGRONÔMICA,1,63,3,6,20,42
Centro,CS AGRONÔMICA,1,64,6,2,44,31
Centro,CS AGRONÔMICA,1,65,4,6,10,30
Centro,CS AGRONÔMICA,1,66,4,6,19,28
Centro,CS AGRONÔMICA,1,67,3,7,14,40
Centro,CS AGRONÔMICA,1,68,6,8,33,45
Centro,CS AGRONÔMICA,1,69,9,5,27,31
Centro,CS AGRONÔMICA,1,70,3,5,14,30
Centro,CS AGRONÔMICA,1,71,3,8,21,27
Centro,CS AGRONÔMICA,1,72,1,7,6,48
Centro,CS AGRONÔMICA,1,73,3,5,12,27
Centro,CS AGRONÔMICA,1,74,4,3,23,16
Centro,CS AGRONÔMICA,1,75,2,5,14,30
Centro,CS AGRONÔMICA,1,76,3,2,36,3
Centro,CS AGRONÔMICA,1,77,1,3,1,18
Centro,CS AGRONÔMICA,1,78,0,2,0,22
Centro,CS AGRONÔMICA,1,79,4,3,28,26
Centro,CS AGRONÔMICA,1,80,4,3,19,17
Centro,CS AGRONÔMICA,1,81,0,2,0,10
Centro,CS AGRONÔMICA,1,82,0,2,0,13
Centro,CS AGRONÔMICA,1,83,1,0,4,0
Centro,CS AGRONÔMICA,1,84,1,1,6,1
Centro,CS AGRONÔMICA,1,85,0,1,0,6
Centro,CS AGRONÔMICA,1,88,0,1,0,21
Centro,CS AGRONÔMICA,1,90,0,1,0,1
Centro,CS AGRONÔMICA,1,91,0,1,0,13
Centro,CS AGRONÔMICA,1,92,0,2,0,22
Centro,CS AGRONÔMICA,1,95,0,2,0,15
Centro,CS AGRONÔMICA,2,0,18,16,53,32
Centro,CS AGRONÔMICA,2,1,12,12,46,33
Centro,CS AGRONÔMICA,2,2,12,10,30,29
Centro,CS AGRONÔMICA,2,3,4,5,9,6
Centro,CS AGRONÔMICA,2,4,7,10,15,32
Centro,CS AGRONÔMICA,2,5,4,4,5,12
Centro,CS AGRONÔMICA,2,6,7,9,11,27
Centro,CS AGRONÔMICA,2,7,4,3,12,7
Centro,CS AGRONÔMICA,2,8,3,6,6,23
Centro,CS AGRONÔMICA,2,9,5,1,14,3
Centro,CS AGRONÔMICA,2,10,2,6,3,9
Centro,CS AGRONÔMICA,2,11,6,4,10,6
Centro,CS AGRONÔMICA,2,12,1,1,3,2
Centro,CS AGRONÔMICA,2,13,4,0,13,0
Centro,CS AGRONÔMICA,2,14,1,5,2,8
Centro,CS AGRONÔMICA,2,15,3,4,5,22
Centro,CS AGRONÔMICA,2,16,5,6,17,16
Centro,CS AGRONÔMICA,2,17,6,6,14,30
Centro,CS AGRONÔMICA,2,18,15,15,38,51
Centro,CS AGRONÔMICA,2,19,9,8,19,24
Centro,CS AGRONÔMICA,2,20,11,16,27,87
Centro,CS AGRONÔMICA,2,21,5,15,9,57
Centro,CS AGRONÔMICA,2,22,13,14,28,81
Centro,CS AGRONÔMICA,2,23,6,23,24,122
Centro,CS AGRONÔMICA,2,24,18,17,53,90
Centro,CS AGRONÔMICA,2,25,8,15,16,39
Centro,CS AGRONÔMICA,2,26,6,19,18,79
Centro,CS AGRONÔMICA,2,27,18,19,77,74
Centro,CS AGRONÔMICA,2,28,12,25,53,163
Centro,CS AGRONÔMICA,2,29,9,13,20,46
Centro,CS AGRONÔMICA,2,30,14,11,42,54
Centro,CS AGRONÔMICA,2,31,20,12,94,40
Centro,CS AGRONÔMICA,2,32,10,18,23,90
Centro,CS AGRONÔMICA,2,33,8,19,26,104
Centro,CS AGRONÔMICA,2,34,8,11,33,38
Centro,CS AGRONÔMICA,2,35,11,15,37,91
Centro,CS AGRONÔMICA,2,36,11,14,18,37
Centro,CS AGRONÔMICA,2,37,9,11,27,34
Centro,CS AGRONÔMICA,2,38,10,10,22,29
Centro,CS AGRONÔMICA,2,39,9,14,26,48
Centro,CS AGRONÔMICA,2,40,13,13,28,58
Centro,CS AGRONÔMICA,2,41,4,19,7,62
Centro,CS AGRONÔMICA,2,42,8,8,53,32
Centro,CS AGRONÔMICA,2,43,12,15,34,121
Centro,CS AGRONÔMICA,2,44,9,8,48,24
Centro,CS AGRONÔMICA,2,45,7,6,30,20
Centro,CS AGRONÔMICA,2,46,6,12,21,81
Centro,CS AGRONÔMICA,2,47,5,4,15,11
Centro,CS AGRONÔMICA,2,48,3,11,4,56
Centro,CS AGRONÔMICA,2,49,6,8,17,31
Centro,CS AGRONÔMICA,2,50,5,9,14,38
Centro,CS AGRONÔMICA,2,51,5,11,15,30
Centro,CS AGRONÔMICA,2,52,3,6,12,48
Centro,CS AGRONÔMICA,2,53,4,6,18,20
Centro,CS AGRONÔMICA,2,54,8,7,34,48
Centro,CS AGRONÔMICA,2,55,7,10,28,72
Centro,CS AGRONÔMICA,2,56,5,7,16,35
Centro,CS AGRONÔMICA,2,57,6,9,17,24
Centro,CS AGRONÔMICA,2,58,2,10,6,41
Centro,CS AGRONÔMICA,2,59,3,11,16,84
Centro,CS AGRONÔMICA,2,60,4,4,5,29
Centro,CS AGRONÔMICA,2,61,2,6,9,21
Centro,CS AGRONÔMICA,2,62,6,4,23,24
Centro,CS AGRONÔMICA,2,63,7,12,40,54
Centro,CS AGRONÔMICA,2,64,6,7,29,49
Centro,CS AGRONÔMICA,2,65,4,6,15,37
Centro,CS AGRONÔMICA,2,66,1,7,6,48
Centro,CS AGRONÔMICA,2,67,1,8,3,39
Centro,CS AGRONÔMICA,2,68,4,15,18,81
Centro,CS AGRONÔMICA,2,69,4,4,10,16
Centro,CS AGRONÔMICA,2,70,5,7,23,31
Centro,CS AGRONÔMICA,2,71,3,4,34,23
Centro,CS AGRONÔMICA,2,72,5,4,22,19
Centro,CS AGRONÔMICA,2,73,1,10,3,55
Centro,CS AGRONÔMICA,2,74,5,2,26,2
Centro,CS AGRONÔMICA,2,75,1,3,1,19
Centro,CS AGRONÔMICA,2,76,4,6,14,25
Centro,CS AGRONÔMICA,2,77,3,3,29,6
Centro,CS AGRONÔMICA,2,78,6,5,49,37
Centro,CS AGRONÔMICA,2,79,1,7,1,48
Centro,CS AGRONÔMICA,2,80,1,3,1,17
Centro,CS AGRONÔMICA,2,81,5,1,12,15
Centro,CS AGRONÔMICA,2,82,3,3,11,11
Centro,CS AGRONÔMICA,2,83,2,3,10,32
Centro,CS AGRONÔMICA,2,84,1,0,6,0
Centro,CS AGRONÔMICA,2,85,0,2,0,4
Centro,CS AGRONÔMICA,2,86,1,3,2,22
Centro,CS AGRONÔMICA,2,87,0,1,0,4
Centro,CS AGRONÔMICA,2,88,0,4,0,9
Centro,CS AGRONÔMICA,2,91,0,1,0,11
Centro,CS AGRONÔMICA,2,92,0,1,0,1
Centro,CS AGRONÔMICA,2,93,0,1,0,27
Centro,CS AGRONÔMICA,2,96,1,0,8,0
Centro,CS AGRONÔMICA,2,99,0,1,0,1
Centro,CS AGRONÔMICA,3,0,14,13,52,55
Centro,CS AGRONÔMICA,3,1,15,13,47,50
Centro,CS AGRONÔMICA,3,2,2,8,4,16
Centro,CS AGRONÔMICA,3,3,6,3,17,12
Centro,CS AGRONÔMICA,3,4,4,12,5,29
Centro,CS AGRONÔMICA,3,5,5,4,14,15
Centro,CS AGRONÔMICA,3,6,5,5,10,10
Centro,CS AGRONÔMICA,3,7,5,4,10,7
Centro,CS AGRONÔMICA,3,8,3,4,5,6
Centro,CS AGRONÔMICA,3,9,5,6,8,8
Centro,CS AGRONÔMICA,3,10,4,2,5,3
Centro,CS AGRONÔMICA,3,11,3,4,5,9
Centro,CS AGRONÔMICA,3,12,5,4,12,7
Centro,CS AGRONÔMICA,3,13,0,1,0,4
Centro,CS AGRONÔMICA,3,14,3,1,6,1
Centro,CS AGRONÔMICA,3,15,3,7,6,34
Centro,CS AGRONÔMICA,3,16,5,8,8,21
Centro,CS AGRONÔMICA,3,17,7,9,13,39
Centro,CS AGRONÔMICA,3,18,3,22,4,62
Centro,CS AGRONÔMICA,3,19,10,14,15,80
Centro,CS AGRONÔMICA,3,20,5,19,8,64
Centro,CS AGRONÔMICA,3,21,13,18,29,66
Centro,CS AGRONÔMICA,3,22,17,22,27,87
Centro,CS AGRONÔMICA,3,23,12,13,26,63
Centro,CS AGRONÔMICA,3,24,13,14,28,60
Centro,CS AGRONÔMICA,3,25,13,17,26,70
Centro,CS AGRONÔMICA,3,26,6,13,14,75
Centro,CS AGRONÔMICA,3,27,10,17,27,75
Centro,CS AGRONÔMICA,3,28,11,19,28,112
Centro,CS AGRONÔMICA,3,29,8,9,19,60
Centro,CS AGRONÔMICA,3,30,9,17,16,99
Centro,CS AGRONÔMICA,3,31,9,13,13,50
Centro,CS AGRONÔMICA,3,32,6,13,20,55
Centro,CS AGRONÔMICA,3,33,7,21,18,98
Centro,CS AGRONÔMICA,3,34,10,10,22,40
Centro,CS AGRONÔMICA,3,35,11,18,37,94
Centro,CS AGRONÔMICA,3,36,3,14,8,86
Centro,CS AGRONÔMICA,3,37,9,10,27,44
Centro,CS AGRONÔMICA,3,38,6,6,17,21
Centro,CS AGRONÔMICA,3,39,6,14,26,58
Centro,CS AGRONÔMICA,3,40,8,10,18,68
Centro,CS AGRONÔMICA,3,41,2,3,7,22
Centro,CS AGRONÔMICA,3,42,6,7,27,16
Centro,CS AGRONÔMICA,3,43,3,8,8,25
Centro,CS AGRONÔMICA,3,44,5,6,22,50
Centro,CS AGRONÔMICA,3,45,6,9,9,35
Centro,CS AGRONÔMICA,3,46,5,6,16,28
Centro,CS AGRONÔMICA,3,47,9,14,22,72
Centro,CS AGRONÔMICA,3,48,4,10,16,33
Centro,CS AGRONÔMICA,3,49,7,7,28,23
Centro,CS AGRONÔMICA,3,50,3,6,19,29
Centro,CS AGRONÔMICA,3,51,9,7,27,27
Centro,CS AGRONÔMICA,3,52,6,5,24,20
Centro,CS AGRONÔMICA,3,53,4,7,9,50
Centro,CS AGRONÔMICA,3,54,5,9,14,31
Centro,CS AGRONÔMICA,3,55,7,11,19,45
Centro,CS AGRONÔMICA,3,56,3,6,14,27
Centro,CS AGRONÔMICA,3,57,2,6,8,19
Centro,CS AGRONÔMICA,3,58,4,9,12,78
Centro,CS AGRONÔMICA,3,59,3,4,30,20
Centro,CS AGRONÔMICA,3,60,7,17,34,112
Centro,CS AGRONÔMICA,3,61,2,6,10,33
Centro,CS AGRONÔMICA,3,62,6,3,28,10
Centro,CS AGRONÔMICA,3,63,3,6,12,35
Centro,CS AGRONÔMICA,3,64,5,8,20,46
Centro,CS AGRONÔMICA,3,65,4,5,18,23
Centro,CS AGRONÔMICA,3,66,2,10,12,42
Centro,CS AGRONÔMICA,3,67,7,10,37,57
Centro,CS AGRONÔMICA,3,68,3,8,9,26
Centro,CS AGRONÔMICA,3,69,3,3,4,7
Centro,CS AGRONÔMICA,3,70,1,8,1,38
Centro,CS AGRONÔMICA,3,71,3,7,20,35
Centro,CS AGRONÔMICA,3,72,4,3,27,12
Centro,CS AGRONÔMICA,3,73,5,3,17,9
Centro,CS AGRONÔMICA,3,74,3,3,7,8
Centro,CS AGRONÔMICA,3,75,4,3,19,29
Centro,CS AGRONÔMICA,3,76,1,3,3,10
Centro,CS AGRONÔMICA,3,77,5,1,10,1
Centro,CS AGRONÔMICA,3,78,1,7,10,50
Centro,CS AGRONÔMICA,3,79,2,1,11,4
Centro,CS AGRONÔMICA,3,80,0,3,0,14
Centro,CS AGRONÔMICA,3,81,3,6,20,22
Centro,CS AGRONÔMICA,3,82,0,1,0,1
Centro,CS AGRONÔMICA,3,83,0,1,0,4
Centro,CS AGRONÔMICA,3,84,0,3,0,18
Centro,CS AGRONÔMICA,3,85,0,4,0,22
Centro,CS AGRONÔMICA,3,87,1,2,1,17
Centro,CS AGRONÔMICA,3,88,1,0,12,0
Centro,CS AGRONÔMICA,3,90,0,1,0,1
Centro,CS AGRONÔMICA,3,92,1,0,3,0
Centro,CS AGRONÔMICA,3,93,0,4,0,14
Centro,CS AGRONÔMICA,3,100,0,1,0,1
Centro,CS CENTRO,0,0,12,13,25,39
Centro,CS CENTRO,0,1,7,3,19,13
Centro,CS CENTRO,0,2,4,5,31,18
Centro,CS CENTRO,0,3,4,3,5,4
Centro,CS CENTRO,0,4,4,2,9,2
Centro,CS CENTRO,0,5,3,4,4,5
Centro,CS CENTRO,0,6,2,3,9,7
Centro,CS CENTRO,0,7,3,0,5,0
Centro,CS CENTRO,0,8,2,2,4,6
Centro,CS CENTRO,0,9,4,0,11,0
Centro,CS CENTRO,0,10,2,3,14,7
Centro,CS CENTRO,0,11,2,0,4,0
Centro,CS CENTRO,0,12,3,4,8,7
Centro,CS CENTRO,0,13,4,2,9,3
Centro,CS CENTRO,0,14,3,0,4,0
Centro,CS CENTRO,0,15,2,5,3,8
Centro,CS CENTRO,0,16,2,7,6,23
Centro,CS CENTRO,0,17,4,4,6,14
Centro,CS CENTRO,0,18,8,4,14,11
Centro,CS CENTRO,0,19,8,16,21,51
Centro,CS CENTRO,0,20,9,19,14,62
Centro,CS CENTRO,0,21,7,13,19,55
Centro,CS CENTRO,0,22,8,13,24,47
Centro,CS CENTRO,0,23,15,18,43,41
Centro,CS CENTRO,0,24,10,16,25,76
Centro,CS CENTRO,0,25,17,19,41,84
Centro,CS CENTRO,0,26,24,17,51,63
Centro,CS CENTRO,0,27,18,16,34,63
Centro,CS CENTRO,0,28,15,23,44,93
Centro,CS CENTRO,0,29,12,16,36,47
Centro,CS CENTRO,0,30,20,14,41,34
Centro,CS CENTRO,0,31,24,13,46,41
Centro,CS CENTRO,0,32,22,11,60,40
Centro,CS CENTRO,0,33,24,20,75,104
Centro,CS CENTRO,0,34,20,19,37,74
Centro,CS CENTRO,0,35,19,22,84,72
Centro,CS CENTRO,0,36,28,17,64,63
Centro,CS CENTRO,0,37,21,12,63,35
Centro,CS CENTRO,0,38,29,15,91,73
Centro,CS CENTRO,0,39,21,13,68,39
Centro,CS CENTRO,0,40,26,17,83,81
Centro,CS CENTRO,0,41,22,15,111,60
Centro,CS CENTRO,0,42,13,10,43,49
Centro,CS CENTRO,0,43,21,16,64,70
Centro,CS CENTRO,0,44,17,18,86,44
Centro,CS CENTRO,0,45,22,15,56,90
Centro,CS CENTRO,0,46,19,13,60,53
Centro,CS CENTRO,0,47,21,9,82,32
Centro,CS CENTRO,0,48,19,11,69,32
Centro,CS CENTRO,0,49,18,11,55,42
Centro,CS CENTRO,0,50,15,14,153,65
Centro,CS CENTRO,0,51,13,7,33,26
Centro,CS CENTRO,0,52,10,15,24,76
Centro,CS CENTRO,0,53,11,19,26,97
Centro,CS CENTRO,0,54,18,17,64,50
Centro,CS CENTRO,0,55,13,18,55,100
Centro,CS CENTRO,0,56,22,16,105,70
Centro,CS CENTRO,0,57,11,10,62,35
Centro,CS CENTRO,0,58,14,13,54,23
Centro,CS CENTRO,0,59,8,12,55,66
Centro,CS CENTRO,0,60,6,15,19,51
Centro,CS CENTRO,0,61,15,18,41,75
Centro,CS CENTRO,0,62,11,10,57,53
Centro,CS CENTRO,0,63,11,23,77,165
Centro,CS CENTRO,0,64,12,18,43,107
Centro,CS CENTRO,0,65,14,19,63,100
Centro,CS CENTRO,0,66,13,8,48,50
Centro,CS CENTRO,0,67,12,17,45,121
Centro,CS CENTRO,0,68,4,15,11,75
Centro,CS CENTRO,0,69,5,12,18,94
Centro,CS CENTRO,0,70,9,11,41,84
Centro,CS CENTRO,0,71,11,13,60,83
Centro,CS CENTRO,0,72,6,7,51,26
Centro,CS CENTRO,0,73,5,9,19,42
Centro,CS CENTRO,0,74,9,7,39,26
Centro,CS CENTRO,0,75,9,4,24,19
Centro,CS CENTRO,0,76,5,9,21,66
Centro,CS CENTRO,0,77,0,7,0,25
Centro,CS CENTRO,0,78,2,5,20,28
Centro,CS CENTRO,0,79,4,12,12,84
Centro,CS CENTRO,0,80,4,7,7,59
Centro,CS CENTRO,0,81,5,9,48,38
Centro,CS CENTRO,0,82,4,4,18,9
Centro,CS CENTRO,0,83,4,5,15,11
Centro,CS CENTRO,0,84,0,2,0,7
Centro,CS CENTRO,0,85,0,8,0,38
Centro,CS CENTRO,0,86,4,5,5,23
Centro,CS CENTRO,0,87,2,4,5,19
Centro,CS CENTRO,0,88,2,2,12,27
Centro,CS CENTRO,0,89,1,5,1,26
Centro,CS CENTRO,0,91,1,3,2,18
Centro,CS CENTRO,0,92,1,3,8,59
Centro,CS CENTRO,0,93,2,8,2,47
Centro,CS CENTRO,0,94,1,3,6,26
Centro,CS CENTRO,0,95,1,2,7,2
Centro,CS CENTRO,0,96,1,0,5,0
Centro,CS CENTRO,0,98,1,0,1,0
Centro,CS CENTRO,0,99,0,1,0,1
Centro,CS CENTRO,0,100,0,1,0,24
Centro,CS CENTRO,1,0,7,3,8,3
Centro,CS CENTRO,1,1,5,6,6,7
Centro,CS CENTRO,1,2,0,2,0,4
Centro,CS CENTRO,1,3,1,0,1,0
Centro,CS CENTRO,1,4,1,3,1,9
Centro,CS CENTRO,1,5,2,1,2,3
Centro,CS CENTRO,1,6,1,0,2,0
Centro,CS CENTRO,1,7,1,1,1,3
Centro,CS CENTRO,1,8,1,0,1,0
Centro,CS CENTRO,1,9,1,1,4,3
Centro,CS CENTRO,1,10,0,2,0,4
Centro,CS CENTRO,1,11,1,1,2,1
Centro,CS CENTRO,1,12,1,1,2,1
Centro,CS CENTRO,1,13,2,2,2,4
Centro,CS CENTRO,1,14,2,1,2,1
Centro,CS CENTRO,1,15,1,0,5,0
Centro,CS CENTRO,1,16,3,3,5,5
Centro,CS CENTRO,1,17,2,4,4,5
Centro,CS CENTRO,1,18,5,4,7,7
Centro,CS CENTRO,1,19,3,5,5,11
Centro,CS CENTRO,1,20,2,5,2,17
Centro,CS CENTRO,1,21,2,8,6,13
Centro,CS CENTRO,1,22,1,10,2,30
Centro,CS CENTRO,1,23,4,7,6,23
Centro,CS CENTRO,1,24,2,5,2,14
Centro,CS CENTRO,1,25,6,5,8,9
Centro,CS CENTRO,1,26,8,4,14,9
Centro,CS CENTRO,1,27,7,7,28,17
Centro,CS CENTRO,1,28,5,5,11,5
Centro,CS CENTRO,1,29,6,11,10,31
Centro,CS CENTRO,1,30,6,5,18,23
Centro,CS CENTRO,1,31,5,6,12,26
Centro,CS CENTRO,1,32,2,10,2,37
Centro,CS CENTRO,1,33,8,7,23,15
Centro,CS CENTRO,1,34,3,10,10,36
Centro,CS CENTRO,1,35,5,5,33,16
Centro,CS CENTRO,1,36,2,10,3,49
Centro,CS CENTRO,1,37,5,9,33,39
Centro,CS CENTRO,1,38,5,8,20,23
Centro,CS CENTRO,1,39,5,3,22,6
Centro,CS CENTRO,1,40,5,7,8,20
Centro,CS CENTRO,1,41,3,6,6,23
Centro,CS CENTRO,1,42,3,4,6,12
Centro,CS CENTRO,1,43,4,9,7,23
Centro,CS CENTRO,1,44,2,3,4,12
Centro,CS CENTRO,1,45,2,7,16,36
Centro,CS CENTRO,1,46,7,11,10,37
