DISTRITO,UNIDADE,AREA,IDADE,USU_HOMEM,USU_MULHER,CONS_HOMEM,CONS_MULHER
Centro,CS SACO DOS LIMÕES,2,21,14,25,35,117
Centro,CS SACO DOS LIMÕES,2,22,10,21,18,95
Centro,CS SACO DOS LIMÕES,2,23,10,25,18,125
Centro,CS SACO DOS LIMÕES,2,24,13,29,39,91
Centro,CS SACO DOS LIMÕES,2,25,16,30,29,135
Centro,CS SACO DOS LIMÕES,2,26,18,14,36,47
Centro,CS SACO DOS LIMÕES,2,27,9,19,13,94
Centro,CS SACO DOS LIMÕES,2,28,9,34,19,121
Centro,CS SACO DOS LIMÕES,2,29,8,25,27,92
Centro,CS SACO DOS LIMÕES,2,30,18,30,53,83
Centro,CS SACO DOS LIMÕES,2,31,8,18,13,63
Centro,CS SACO DOS LIMÕES,2,32,14,14,49,42
Centro,CS SACO DOS LIMÕES,2,33,9,15,27,79
Centro,CS SACO DOS LIMÕES,2,34,11,15,30,74
Centro,CS SACO DOS LIMÕES,2,35,6,17,8,66
Centro,CS SACO DOS LIMÕES,2,36,9,20,31,46
Centro,CS SACO DOS LIMÕES,2,37,4,21,6,92
Centro,CS SACO DOS LIMÕES,2,38,6,15,24,52
Centro,CS SACO DOS LIMÕES,2,39,7,15,18,41
Centro,CS SACO DOS LIMÕES,2,40,7,16,26,52
Centro,CS SACO DOS LIMÕES,2,41,6,7,14,47
Centro,CS SACO DOS LIMÕES,2,42,7,16,11,50
Centro,CS SACO DOS LIMÕES,2,43,7,13,22,56
Centro,CS SACO DOS LIMÕES,2,44,6,11,30,37
Centro,CS SACO DOS LIMÕES,2,45,8,22,17,72
Centro,CS SACO DOS LIMÕES,2,46,8,14,25,57
Centro,CS SACO DOS LIMÕES,2,47,9,20,29,88
Centro,CS SACO DOS LIMÕES,2,48,15,20,72,82
Centro,CS SACO DOS LIMÕES,2,49,11,12,40,49
Centro,CS SACO DOS LIMÕES,2,50,4,12,11,48
Centro,CS SACO DOS LIMÕES,2,51,6,12,14,44
Centro,CS SACO DOS LIMÕES,2,52,8,18,28,68
Centro,CS SACO DOS LIMÕES,2,53,5,9,19,30
Centro,CS SACO DOS LIMÕES,2,54,10,8,25,27
Centro,CS SACO DOS LIMÕES,2,55,7,5,19,15
Centro,CS SACO DOS LIMÕES,2,56,7,11,23,61
Centro,CS SACO DOS LIMÕES,2,57,8,12,25,40
Centro,CS SACO DOS LIMÕES,2,58,6,10,16,28
Centro,CS SACO DOS LIMÕES,2,59,7,13,23,57
Centro,CS SACO DOS LIMÕES,2,60,14,6,73,24
Centro,CS SACO DOS LIMÕES,2,61,9,4,30,16
Centro,CS SACO DOS LIMÕES,2,62,5,7,16,39
Centro,CS SACO DOS LIMÕES,2,63,6,9,21,51
Centro,CS SACO DOS LIMÕES,2,64,7,9,22,35
Centro,CS SACO DOS LIMÕES,2,65,8,7,33,28
Centro,CS SACO DOS LIMÕES,2,66,4,11,10,64
Centro,CS SACO DOS LIMÕES,2,67,10,8,35,45
Centro,CS SACO DOS LIMÕES,2,68,5,10,25,71
Centro,CS SACO DOS LIMÕES,2,69,2,7,2,34
Centro,CS SACO DOS LIMÕES,2,70,5,9,20,43
Centro,CS SACO DOS LIMÕES,2,71,3,5,9,33
Centro,CS SACO DOS LIMÕES,2,72,2,3,9,14
Centro,CS SACO DOS LIMÕES,2,73,1,5,3,32
Centro,CS SACO DOS LIMÕES,2,74,5,6,19,22
Centro,CS SACO DOS LIMÕES,2,75,2,7,5,21
Centro,CS SACO DOS LIMÕES,2,76,2,6,5,42
Centro,CS SACO DOS LIMÕES,2,77,4,2,31,8
Centro,CS SACO DOS LIMÕES,2,78,6,4,36,19
Centro,CS SACO DOS LIMÕES,2,79,2,2,13,3
Centro,CS SACO DOS LIMÕES,2,80,1,1,1,5
Centro,CS SACO DOS LIMÕES,2,81,2,3,13,16
Centro,CS SACO DOS LIMÕES,2,82,2,2,12,15
Centro,CS SACO DOS LIMÕES,2,83,1,2,6,8
Centro,CS SACO DOS LIMÕES,2,84,0,1,0,8
Centro,CS SACO DOS LIMÕES,2,85,1,1,4,9
Centro,CS SACO DOS LIMÕES,2,86,2,2,10,6
Centro,CS SACO DOS LIMÕES,2,87,0,3,0,16
Centro,CS SACO DOS LIMÕES,2,90,1,1,7,5
Centro,CS SACO DOS LIMÕES,2,91,1,1,7,1
Centro,CS SACO DOS LIMÕES,2,92,1,1,8,4
Centro,CS SACO DOS LIMÕES,2,110,0,1,0,9
Centro,CS SACO DOS LIMÕES,3,0,6,4,22,24
Centro,CS SACO DOS LIMÕES,3,1,2,2,13,13
Centro,CS SACO DOS LIMÕES,3,2,3,5,5,12
Centro,CS SACO DOS LIMÕES,3,3,4,0,16,0
Centro,CS SACO DOS LIMÕES,3,4,3,2,7,4
Centro,CS SACO DOS LIMÕES,3,5,2,2,4,2
Centro,CS SACO DOS LIMÕES,3,6,1,2,4,5
Centro,CS SACO DOS LIMÕES,3,8,0,1,0,1
Centro,CS SACO DOS LIMÕES,3,9,1,2,1,2
Centro,CS SACO DOS LIMÕES,3,10,1,0,1,0
Centro,CS SACO DOS LIMÕES,3,11,1,2,3,6
Centro,CS SACO DOS LIMÕES,3,12,2,0,2,0
Centro,CS SACO DOS LIMÕES,3,13,1,1,1,1
Centro,CS SACO DOS LIMÕES,3,14,1,1,1,8
Centro,CS SACO DOS LIMÕES,3,15,2,1,6,1
Centro,CS SACO DOS LIMÕES,3,16,3,3,10,6
Centro,CS SACO DOS LIMÕES,3,17,3,1,10,1
Centro,CS SACO DOS LIMÕES,3,18,1,7,3,22
Centro,CS SACO DOS LIMÕES,3,19,0,9,0,41
Centro,CS SACO DOS LIMÕES,3,20,3,4,7,27
Centro,CS SACO DOS LIMÕES,3,21,3,2,11,5
Centro,CS SACO DOS LIMÕES,3,22,3,7,4,13
Centro,CS SACO DOS LIMÕES,3,23,3,6,10,29
Centro,CS SACO DOS LIMÕES,3,24,3,8,23,36
Centro,CS SACO DOS LIMÕES,3,25,3,4,10,11
Centro,CS SACO DOS LIMÕES,3,26,3,4,7,18
Centro,CS SACO DOS LIMÕES,3,27,4,2,23,7
Centro,CS SACO DOS LIMÕES,3,28,2,3,13,24
Centro,CS SACO DOS LIMÕES,3,29,5,2,23,14
Centro,CS SACO DOS LIMÕES,3,30,4,2,10,16
Centro,CS SACO DOS LIMÕES,3,31,2,2,8,6
Centro,CS SACO DOS LIMÕES,3,32,1,3,3,20
Centro,CS SACO DOS LIMÕES,3,33,4,3,5,8
Centro,CS SACO DOS LIMÕES,3,34,1,1,2,1
Centro,CS SACO DOS LIMÕES,3,35,2,2,4,2
Centro,CS SACO DOS LIMÕES,3,36,5,4,14,11
Centro,CS SACO DOS LIMÕES,3,37,2,2,17,4
Centro,CS SACO DOS LIMÕES,3,38,3,0,9,0
Centro,CS SACO DOS LIMÕES,3,39,0,4,0,13
Centro,CS SACO DOS LIMÕES,3,40,2,3,22,33
Centro,CS SACO DOS LIMÕES,3,41,0,1,0,10
Centro,CS SACO DOS LIMÕES,3,42,2,4,3,14
Centro,CS SACO DOS LIMÕES,3,43,1,3,9,12
Centro,CS SACO DOS LIMÕES,3,44,2,2,3,9
Centro,CS SACO DOS LIMÕES,3,45,3,5,28,14
Centro,CS SACO DOS LIMÕES,3,46,0,1,0,1
Centro,CS SACO DOS LIMÕES,3,47,2,2,7,7
Centro,CS SACO DOS LIMÕES,3,48,1,3,6,11
Centro,CS SACO DOS LIMÕES,3,49,2,0,5,0
Centro,CS SACO DOS LIMÕES,3,50,1,1,7,2
Centro,CS SACO DOS LIMÕES,3,51,2,2,7,12
Centro,CS SACO DOS LIMÕES,3,52,4,3,23,7
Centro,CS SACO DOS LIMÕES,3,53,0,4,0,35
Centro,CS SACO DOS LIMÕES,3,54,2,4,3,15
Centro,CS SACO DOS LIMÕES,3,55,1,1,6,6
Centro,CS SACO DOS LIMÕES,3,56,0,2,0,9
Centro,CS SACO DOS LIMÕES,3,57,0,3,0,27
Centro,CS SACO DOS LIMÕES,3,58,2,1,4,3
Centro,CS SACO DOS LIMÕES,3,59,1,1,6,4
Centro,CS SACO DOS LIMÕES,3,60,2,1,10,5
Centro,CS SACO DOS LIMÕES,3,61,4,2,9,14
Centro,CS SACO DOS LIMÕES,3,62,3,1,10,5
Centro,CS SACO DOS LIMÕES,3,63,1,2,1,11
Centro,CS SACO DOS LIMÕES,3,64,1,0,6,0
Centro,CS SACO DOS LIMÕES,3,65,2,2,16,13
Centro,CS SACO DOS LIMÕES,3,66,0,4,0,7
Centro,CS SACO DOS LIMÕES,3,67,0,2,0,10
Centro,CS SACO DOS LIMÕES,3,68,3,0,14,0
Centro,CS SACO DOS LIMÕES,3,69,1,1,5,9
Centro,CS SACO DOS LIMÕES,3,70,1,2,1,12
Centro,CS SACO DOS LIMÕES,3,71,2,1,10,2
Centro,CS SACO DOS LIMÕES,3,72,1,1,1,10
Centro,CS SACO DOS LIMÕES,3,73,1,1,1,2
Centro,CS SACO DOS LIMÕES,3,75,1,0,2,0
Centro,CS SACO DOS LIMÕES,3,76,1,0,5,0
Centro,CS SACO DOS LIMÕES,3,77,0,1,0,9
Centro,CS SACO DOS LIMÕES,3,78,0,2,0,11
Centro,CS SACO DOS LIMÕES,3,79,0,1,0,11
Centro,CS SACO DOS LIMÕES,3,81,2,0,22,0
Centro,CS SACO DOS LIMÕES,3,90,0,1,0,34
Centro,CS SACO DOS LIMÕES,3,96,1,0,4,0
Centro,CS SACO DOS LIMÕES,4,0,2,4,6,16
Centro,CS SACO DOS LIMÕES,4,1,3,0,14,0
Centro,CS SACO DOS LIMÕES,4,2,1,1,1,3
Centro,CS SACO DOS LIMÕES,4,3,1,0,1,0
Centro,CS SACO DOS LIMÕES,4,4,3,1,7,3
Centro,CS SACO DOS LIMÕES,4,5,2,0,3,0
Centro,CS SACO DOS LIMÕES,4,6,1,0,5,0
Centro,CS SACO DOS LIMÕES,4,7,1,2,2,6
Centro,CS SACO DOS LIMÕES,4,8,2,2,4,6
Centro,CS SACO DOS LIMÕES,4,9,0,1,0,1
Centro,CS SACO DOS LIMÕES,4,10,1,0,1,0
Centro,CS SACO DOS LIMÕES,4,12,1,0,2,0
Centro,CS SACO DOS LIMÕES,4,13,1,0,3,0
Centro,CS SACO DOS LIMÕES,4,14,1,0,4,0
Centro,CS SACO DOS LIMÕES,4,15,0,1,0,6
Centro,CS SACO DOS LIMÕES,4,16,2,0,2,0
Centro,CS SACO DOS LIMÕES,4,17,2,0,2,0
Centro,CS SACO DOS LIMÕES,4,18,3,1,10,8
Centro,CS SACO DOS LIMÕES,4,19,0,2,0,9
Centro,CS SACO DOS LIMÕES,4,20,0,2,0,8
Centro,CS SACO DOS LIMÕES,4,21,2,2,6,5
Centro,CS SACO DOS LIMÕES,4,22,1,1,2,7
Centro,CS SACO DOS LIMÕES,4,23,1,3,1,16
Centro,CS SACO DOS LIMÕES,4,24,1,2,1,18
Centro,CS SACO DOS LIMÕES,4,25,2,4,4,8
Centro,CS SACO DOS LIMÕES,4,26,2,3,12,9
Centro,CS SACO DOS LIMÕES,4,27,1,1,4,1
Centro,CS SACO DOS LIMÕES,4,28,2,1,4,4
Centro,CS SACO DOS LIMÕES,4,29,1,1,1,1
Centro,CS SACO DOS LIMÕES,4,30,2,2,2,17
Centro,CS SACO DOS LIMÕES,4,31,1,3,4,24
Centro,CS SACO DOS LIMÕES,4,33,0,1,0,5
Centro,CS SACO DOS LIMÕES,4,34,2,1,3,3
Centro,CS SACO DOS LIMÕES,4,36,1,3,1,17
Centro,CS SACO DOS LIMÕES,4,37,0,2,0,9
Centro,CS SACO DOS LIMÕES,4,38,0,1,0,1
Centro,CS SACO DOS LIMÕES,4,39,0,3,0,31
Centro,CS SACO DOS LIMÕES,4,41,2,2,11,2
Centro,CS SACO DOS LIMÕES,4,42,0,3,0,35
Centro,CS SACO DOS LIMÕES,4,43,0,1,0,2
Centro,CS SACO DOS LIMÕES,4,44,1,1,1,8
Centro,CS SACO DOS LIMÕES,4,45,0,3,0,16
Centro,CS SACO DOS LIMÕES,4,46,1,1,1,2
Centro,CS SACO DOS LIMÕES,4,47,0,1,0,4
Centro,CS SACO DOS LIMÕES,4,48,0,2,0,14
Centro,CS SACO DOS LIMÕES,4,49,0,2,0,8
Centro,CS SACO DOS LIMÕES,4,50,3,3,26,16
Centro,CS SACO DOS LIMÕES,4,51,1,2,1,4
Centro,CS SACO DOS LIMÕES,4,52,1,0,4,0
Centro,CS SACO DOS LIMÕES,4,54,0,5,0,26
Centro,CS SACO DOS LIMÕES,4,55,1,1,1,7
Centro,CS SACO DOS LIMÕES,4,56,1,1,2,4
Centro,CS SACO DOS LIMÕES,4,57,1,1,9,6
Centro,CS SACO DOS LIMÕES,4,58,0,3,0,9
Centro,CS SACO DOS LIMÕES,4,59,0,2,0,23
Centro,CS SACO DOS LIMÕES,4,60,0,5,0,40
Centro,CS SACO DOS LIMÕES,4,61,0,1,0,4
Centro,CS SACO DOS LIMÕES,4,62,1,0,3,0
Centro,CS SACO DOS LIMÕES,4,63,5,2,32,3
Centro,CS SACO DOS LIMÕES,4,64,1,2,8,12
Centro,CS SACO DOS LIMÕES,4,65,1,3,12,24
Centro,CS SACO DOS LIMÕES,4,66,0,4,0,10
Centro,CS SACO DOS LIMÕES,4,67,3,0,11,0
Centro,CS SACO DOS LIMÕES,4,68,0,1,0,4
Centro,CS SACO DOS LIMÕES,4,69,2,0,9,0
Centro,CS SACO DOS LIMÕES,4,70,0,1,0,2
Centro,CS SACO DOS LIMÕES,4,71,1,3,2,4
Centro,CS SACO DOS LIMÕES,4,72,3,2,9,3
Centro,CS SACO DOS LIMÕES,4,73,0,1,0,18
Centro,CS SACO DOS LIMÕES,4,74,0,2,0,10
Centro,CS SACO DOS LIMÕES,4,75,2,1,37,9
Centro,CS SACO DOS LIMÕES,4,77,1,0,1,0
Centro,CS SACO DOS LIMÕES,4,79,0,1,0,26
Centro,CS SACO DOS LIMÕES,4,81,0,1,0,8
Centro,CS SACO DOS LIMÕES,4,82,0,1,0,1
Centro,CS SACO DOS LIMÕES,4,83,0,2,0,16
Centro,CS SACO DOS LIMÕES,4,86,0,1,0,4
Centro,CS SACO DOS LIMÕES,4,87,0,3,0,15
Centro,CS SACO DOS LIMÕES,4,88,1,1,6,1
Centro,CS SACO DOS LIMÕES,4,91,0,1,0,14
Centro,CS SACO DOS LIMÕES,4,98,0,1,0,2
Centro,CS SACO DOS LIMÕES,312,0,1,0,1,0
Centro,CS SACO DOS LIMÕES,312,26,0,1,0,2
Centro,CS SACO DOS LIMÕES,312,27,0,1,0,5
Centro,CS SACO DOS LIMÕES,312,31,1,0,1,0
Centro,CS SACO DOS LIMÕES,312,32,0,1,0,3
Centro,CS SACO DOS LIMÕES,312,33,1,0,1,0
Centro,CS SACO DOS LIMÕES,312,34,0,1,0,15
Centro,CS SACO DOS LIMÕES,312,38,1,0,1,0
Centro,CS TRINDADE,0,0,11,12,24,23
Centro,CS TRINDADE,0,1,10,9,27,14
Centro,CS TRINDADE,0,2,10,6,19,8
Centro,CS TRINDADE,0,3,5,4,18,8
Centro,CS TRINDADE,0,4,4,7,4,15
Centro,CS TRINDADE,0,5,1,5,2,10
Centro,CS TRINDADE,0,6,5,1,8,1
Centro,CS TRINDADE,0,7,6,4,8,8
Centro,CS TRINDADE,0,8,5,6,11,10
Centro,CS TRINDADE,0,9,8,5,14,16
Centro,CS TRINDADE,0,10,4,7,9,9
Centro,CS TRINDADE,0,11,4,4,7,6
Centro,CS TRINDADE,0,12,4,3,7,6
Centro,CS TRINDADE,0,13,3,5,8,19
Centro,CS TRINDADE,0,14,5,5,9,9
Centro,CS TRINDADE,0,15,3,4,10,8
Centro,CS TRINDADE,0,16,5,13,9,48
Centro,CS TRINDADE,0,17,3,12,7,38
Centro,CS TRINDADE,0,18,5,12,10,38
Centro,CS TRINDADE,0,19,2,17,7,48
Centro,CS TRINDADE,0,20,8,17,18,50
Centro,CS TRINDADE,0,21,13,9,28,30
Centro,CS TRINDADE,0,22,6,22,10,58
Centro,CS TRINDADE,0,23,10,21,32,81
Centro,CS TRINDADE,0,24,14,10,32,45
Centro,CS TRINDADE,0,25,10,24,19,98
Centro,CS TRINDADE,0,26,10,19,28,100
Centro,CS TRINDADE,0,27,19,19,63,80
Centro,CS TRINDADE,0,28,11,19,27,60
Centro,CS TRINDADE,0,29,17,18,49,88
Centro,CS TRINDADE,0,30,5,14,15,70
Centro,CS TRINDADE,0,31,15,19,40,60
Centro,CS TRINDADE,0,32,6,13,11,52
Centro,CS TRINDADE,0,33,7,9,18,31
Centro,CS TRINDADE,0,34,10,16,31,62
Centro,CS TRINDADE,0,35,5,13,8,47
Centro,CS TRINDADE,0,36,5,20,15,66
Centro,CS TRINDADE,0,37,5,12,17,37
Centro,CS TRINDADE,0,38,5,7,16,29
Centro,CS TRINDADE,0,39,3,9,5,53
Centro,CS TRINDADE,0,40,11,10,35,48
Centro,CS TRINDADE,0,41,5,8,11,34
Centro,CS TRINDADE,0,42,8,8,26,14
Centro,CS TRINDADE,0,43,6,6,20,22
Centro,CS TRINDADE,0,44,5,3,12,13
Centro,CS TRINDADE,0,45,7,10,16,29
Centro,CS TRINDADE,0,46,6,12,18,64
Centro,CS TRINDADE,0,47,3,11,8,44
Centro,CS TRINDADE,0,48,3,7,12,32
Centro,CS TRINDADE,0,49,7,6,21,35
Centro,CS TRINDADE,0,50,6,12,25,47
Centro,CS TRINDADE,0,51,3,13,8,63
Centro,CS TRINDADE,0,52,7,10,28,45
Centro,CS TRINDADE,0,53,2,7,7,25
Centro,CS TRINDADE,0,54,2,6,2,33
Centro,CS TRINDADE,0,55,3,10,20,57
Centro,CS TRINDADE,0,56,6,13,37,63
Centro,CS TRINDADE,0,57,3,4,6,20
Centro,CS TRINDADE,0,58,3,8,12,48
Centro,CS TRINDADE,0,59,4,13,8,49
Centro,CS TRINDADE,0,60,5,7,20,25
Centro,CS TRINDADE,0,61,3,7,13,31
Centro,CS TRINDADE,0,62,7,5,25,11
Centro,CS TRINDADE,0,63,1,9,4,48
Centro,CS TRINDADE,0,64,1,5,1,18
Centro,CS TRINDADE,0,65,5,7,14,17
Centro,CS TRINDADE,0,66,1,3,6,12
Centro,CS TRINDADE,0,67,5,4,30,13
Centro,CS TRINDADE,0,68,4,4,16,20
Centro,CS TRINDADE,0,69,0,1,0,1
Centro,CS TRINDADE,0,70,4,4,11,8
Centro,CS TRINDADE,0,71,3,6,6,27
Centro,CS TRINDADE,0,72,3,4,19,8
Centro,CS TRINDADE,0,73,3,2,9,3
Centro,CS TRINDADE,0,74,0,3,0,3
Centro,CS TRINDADE,0,75,1,5,2,10
Centro,CS TRINDADE,0,76,2,3,8,18
Centro,CS TRINDADE,0,77,3,2,11,13
Centro,CS TRINDADE,0,78,3,0,6,0
Centro,CS TRINDADE,0,79,0,1,0,1
Centro,CS TRINDADE,0,80,2,0,12,0
Centro,CS TRINDADE,0,81,0,4,0,13
Centro,CS TRINDADE,0,82,3,1,6,5
Centro,CS TRINDADE,0,83,0,5,0,26
Centro,CS TRINDADE,0,84,0,4,0,19
Centro,CS TRINDADE,0,85,0,3,0,6
Centro,CS TRINDADE,0,86,1,2,3,14
Centro,CS TRINDADE,0,87,1,2,2,16
Centro,CS TRINDADE,0,88,1,0,9,0
Centro,CS TRINDADE,0,89,0,1,0,7
Centro,CS TRINDADE,0,90,1,2,1,5
Centro,CS TRINDADE,0,91,1,0,8,0
Centro,CS TRINDADE,0,95,1,0,1,0
Centro,CS TRINDADE,1,0,11,23,26,52
Centro,CS TRINDADE,1,1,18,14,30,28
Centro,CS TRINDADE,1,2,8,9,11,13
Centro,CS TRINDADE,1,3,8,3,24,5
Centro,CS TRINDADE,1,4,6,5,8,5
Centro,CS TRINDADE,1,5,4,6,6,10
Centro,CS TRINDADE,1,6,7,7,9,8
Centro,CS TRINDADE,1,7,6,8,9,27
Centro,CS TRINDADE,1,8,10,6,17,12
Centro,CS TRINDADE,1,9,8,11,19,20
Centro,CS TRINDADE,1,10,3,7,8,14
Centro,CS TRINDADE,1,11,12,3,15,7
Centro,CS TRINDADE,1,12,6,5,20,10
Centro,CS TRINDADE,1,13,4,5,7,7
Centro,CS TRINDADE,1,14,8,6,18,18
Centro,CS TRINDADE,1,15,3,8,4,19
Centro,CS TRINDADE,1,16,9,13,22,66
Centro,CS TRINDADE,1,17,3,12,14,54
Centro,CS TRINDADE,1,18,5,29,6,118
Centro,CS TRINDADE,1,19,11,24,31,102
Centro,CS TRINDADE,1,20,9,29,26,148
Centro,CS TRINDADE,1,21,12,22,22,105
Centro,CS TRINDADE,1,22,13,13,64,67
Centro,CS TRINDADE,1,23,6,24,16,83
Centro,CS TRINDADE,1,24,18,18,35,82
Centro,CS TRINDADE,1,25,13,24,29,110
Centro,CS TRINDADE,1,26,9,28,24,107
Centro,CS TRINDADE,1,27,15,18,25,68
Centro,CS TRINDADE,1,28,8,21,27,88
Centro,CS TRINDADE,1,29,7,14,13,38
Centro,CS TRINDADE,1,30,7,12,30,70
Centro,CS TRINDADE,1,31,8,9,18,29
Centro,CS TRINDADE,1,32,9,11,28,78
Centro,CS TRINDADE,1,33,9,10,43,54
Centro,CS TRINDADE,1,34,4,11,7,48
Centro,CS TRINDADE,1,35,4,12,10,63
Centro,CS TRINDADE,1,36,4,18,8,69
Centro,CS TRINDADE,1,37,8,14,14,77
Centro,CS TRINDADE,1,38,6,13,16,44
Centro,CS TRINDADE,1,39,4,16,28,73
Centro,CS TRINDADE,1,40,3,8,7,32
Centro,CS TRINDADE,1,41,8,12,33,38
Centro,CS TRINDADE,1,42,7,6,24,19
Centro,CS TRINDADE,1,43,1,10,1,33
Centro,CS TRINDADE,1,44,7,8,32,30
Centro,CS TRINDADE,1,45,11,14,42,76
Centro,CS TRINDADE,1,46,8,5,32,26
Centro,CS TRINDADE,1,47,3,16,4,59
Centro,CS TRINDADE,1,48,3,3,7,11
Centro,CS TRINDADE,1,49,2,7,8,39
Centro,CS TRINDADE,1,50,6,9,13,37
Centro,CS TRINDADE,1,51,0,11,0,40
Centro,CS TRINDADE,1,52,6,8,14,47
Centro,CS TRINDADE,1,53,7,8,34,36
Centro,CS TRINDADE,1,54,6,5,22,23
Centro,CS TRINDADE,1,55,5,7,20,34
Centro,CS TRINDADE,1,56,6,9,11,43
Centro,CS TRINDADE,1,57,6,6,22,30
Centro,CS TRINDADE,1,58,7,5,34,14
Centro,CS TRINDADE,1,59,11,11,48,62
Centro,CS TRINDADE,1,60,6,5,14,16
Centro,CS TRINDADE,1,61,2,6,11,24
Centro,CS TRINDADE,1,62,4,9,19,44
Centro,CS TRINDADE,1,63,4,4,13,18
Centro,CS TRINDADE,1,64,4,4,24,21
Centro,CS TRINDADE,1,65,3,2,20,15
Centro,CS TRINDADE,1,66,2,5,6,26
Centro,CS TRINDADE,1,67,0,2,0,33
Centro,CS TRINDADE,1,68,1,2,2,5
Centro,CS TRINDADE,1,69,3,3,18,27
Centro,CS TRINDADE,1,70,3,0,18,0
Centro,CS TRINDADE,1,71,1,3,2,5
Centro,CS TRINDADE,1,72,3,3,15,14
Centro,CS TRINDADE,1,73,0,3,0,9
Centro,CS TRINDADE,1,74,0,2,0,28
Centro,CS TRINDADE,1,75,1,2,27,6
Centro,CS TRINDADE,1,76,1,0,2,0
Centro,CS TRINDADE,1,77,0,1,0,4
Centro,CS TRINDADE,1,78,1,1,1,3
Centro,CS TRINDADE,1,79,0,2,0,14
Centro,CS TRINDADE,1,83,1,3,1,36
Centro,CS TRINDADE,1,84,1,0,7,0
Centro,CS TRINDADE,1,86,1,0,7,0
Centro,CS TRINDADE,1,87,0,1,0,12
Centro,CS TRINDADE,1,91,0,1,0,2
Centro,CS TRINDADE,1,97,0,1,0,1
Centro,CS TRINDADE,2,0,7,8,12,14
Centro,CS TRINDADE,2,1,12,5,23,18
Centro,CS TRINDADE,2,2,1,4,2,6
Centro,CS TRINDADE,2,3,1,2,1,3
Centro,CS TRINDADE,2,4,1,1,1,2
Centro,CS TRINDADE,2,5,4,2,5,3
Centro,CS TRINDADE,2,6,4,3,7,6
Centro,CS TRINDADE,2,7,2,3,3,9
Centro,CS TRINDADE,2,8,2,0,3,0
Centro,CS TRINDADE,2,9,1,1,1,1
Centro,CS TRINDADE,2,10,2,1,8,1
Centro,CS TRINDADE,2,11,2,0,4,0
Centro,CS TRINDADE,2,12,4,1,4,1
Centro,CS TRINDADE,2,13,4,1,4,1
Centro,CS TRINDADE,2,14,1,1,2,5
Centro,CS TRINDADE,2,15,3,3,8,4
Centro,CS TRINDADE,2,16,5,1,31,2
Centro,CS TRINDADE,2,17,7,7,13,23
Centro,CS TRINDADE,2,18,5,9,6,18
Centro,CS TRINDADE,2,19,8,10,23,35
Centro,CS TRINDADE,2,20,6,11,9,37
Centro,CS TRINDADE,2,21,9,12,25,25
Centro,CS TRINDADE,2,22,18,24,50,64
Centro,CS TRINDADE,2,23,13,21,27,54
Centro,CS TRINDADE,2,24,20,23,56,79
Centro,CS TRINDADE,2,25,16,18,47,56
Centro,CS TRINDADE,2,26,17,18,61,55
Centro,CS TRINDADE,2,27,11,31,22,74
Centro,CS TRINDADE,2,28,18,21,36,82
Centro,CS TRINDADE,2,29,16,14,49,21
Centro,CS TRINDADE,2,30,17,15,32,37
Centro,CS TRINDADE,2,31,13,15,35,45
Centro,CS TRINDADE,2,32,10,12,16,33
Centro,CS TRINDADE,2,33,8,15,21,63
Centro,CS TRINDADE,2,34,7,13,24,55
Centro,CS TRINDADE,2,35,6,15,17,68
Centro,CS TRINDADE,2,36,9,11,19,49
Centro,CS TRINDADE,2,37,6,12,19,41
Centro,CS TRINDADE,2,38,9,7,53,11
Centro,CS TRINDADE,2,39,9,9,23,24
Centro,CS TRINDADE,2,40,5,6,8,30
Centro,CS TRINDADE,2,41,4,6,7,27
Centro,CS TRINDADE,2,42,8,10,16,24
Centro,CS TRINDADE,2,43,4,8,12,43
Centro,CS TRINDADE,2,44,3,12,9,42
Centro,CS TRINDADE,2,45,4,8,14,25
Centro,CS TRINDADE,2,46,3,6,14,26
Centro,CS TRINDADE,2,47,4,10,11,50
Centro,CS TRINDADE,2,48,6,9,18,38
Centro,CS TRINDADE,2,49,6,14,13,39
Centro,CS TRINDADE,2,50,5,14,13,47
Centro,CS TRINDADE,2,51,4,4,28,29
Centro,CS TRINDADE,2,52,5,8,15,37
Centro,CS TRINDADE,2,53,6,9,18,33
Centro,CS TRINDADE,2,54,4,8,13,36
Centro,CS TRINDADE,2,55,6,8,13,17
Centro,CS TRINDADE,2,56,8,4,19,16
Centro,CS TRINDADE,2,57,3,15,9,76
Centro,CS TRINDADE,2,58,5,8,20,19
Centro,CS TRINDADE,2,59,5,11,13,52
Centro,CS TRINDADE,2,60,5,8,12,27
Centro,CS TRINDADE,2,61,6,8,23,20
Centro,CS TRINDADE,2,62,4,15,15,73
Centro,CS TRINDADE,2,63,4,16,24,97
Centro,CS TRINDADE,2,64,8,7,30,25
Centro,CS TRINDADE,2,65,4,10,9,24
Centro,CS TRINDADE,2,66,6,14,20,72
Centro,CS TRINDADE,2,67,6,4,20,27
Centro,CS TRINDADE,2,68,4,12,10,50
Centro,CS TRINDADE,2,69,4,7,27,19
Centro,CS TRINDADE,2,70,1,11,1,49
Centro,CS TRINDADE,2,71,4,6,15,27
Centro,CS TRINDADE,2,72,3,6,5,33
Centro,CS TRINDADE,2,73,4,6,32,17
Centro,CS TRINDADE,2,74,1,4,1,22
Centro,CS TRINDADE,2,75,2,3,6,16
Centro,CS TRINDADE,2,76,3,2,16,7
Centro,CS TRINDADE,2,77,1,7,5,29
Centro,CS TRINDADE,2,78,1,5,11,30
